DOI,Title,Conference,PaperType,Year,Authors,InternalReferences,Keywords
10.1109/VISUAL.2002.1183757,Interactive rendering of large volume data sets,Vis,Conference paper,2002,Stefan Guthe;Michael Wand 0001;Julius Gonser;Wolfgang Straßer,10.1109/VISUAL.2001.964531;10.1109/VISUAL.1999.809908;10.1109/VISUAL.1999.809889;10.1109/VISUAL.1993.398845;10.1109/VISUAL.2001.964519,compression algorithms;level of detail algorithms;scientific visualization;volume rendering;wavelets
10.1109/VISUAL.1997.663893,Virtualized reality: constructing time-varying virtual worlds from real world events,Vis,Conference paper,1997,Peter Rander;P. J. Narayanan;Takeo Kanade,,view synthesis;dynamic scene analysis;modeling from image sequences;computer vision and scene understanding;virtual worlds
10.1109/VIS.1999.10000,Progressive Compression of Arbitrary Triangular Meshes,Vis,Conference paper,1999,Daniel Cohen-Or;David Levin;Offir Remez,10.1109/VISUAL.1996.568125,compression;streaming;progressive meshes;simplification
10.1109/TVCG.2007.70589,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,InfoVis,Journal paper,2007,Wesley Willett;Jeffrey Heer;Maneesh Agrawala,10.1109/INFVIS.1999.801862,information visualization;user interface toolkits;information foraging;social navigation;social data analysis
10.1109/VISUAL.2002.1183795,Bounded-distortion piecewise mesh parameterization,Vis,Conference paper,2002,Olga Sorkine-Hornung;Daniel Cohen-Or;Rony Goldenthal;Dani Lischinski,,atlas;mesh partitioning;parameterization;surface flattening;texture mapping;3d painting
10.1109/TVCG.2013.234,What Makes a Visualization Memorable?,InfoVis,Journal paper,2013,Michelle Borkin;Azalea A. Vo;Zoya Bylinskii;Phillip Isola;Shashank Sunkavalli;Aude Oliva;Hanspeter Pfister,10.1109/TVCG.2012.221;10.1109/INFVIS.2004.59;10.1109/TVCG.2012.197;10.1109/TVCG.2012.245;10.1109/TVCG.2011.175,visualization taxonomy;information visualization;memorability
10.1109/VISUAL.2002.1183754,CPR - curved planar reformation,Vis,Conference paper,2002,Armin Kanitsar;Dominik Fleischmann;Rainer Wegenkittl;Petr Felkel;M. Eduard Gröller,10.1109/VISUAL.2001.964555;10.1109/VISUAL.2001.964538,computed tomography angiography;vessel analysis;curved planar reformation
10.1109/INFVIS.2003.1249011,Multiscale Visualization of Small World Networks,InfoVis,Conference paper,2003,David Auber;Yves Chiricota;Fabien Jourdan;Guy Melançon,,small world networks;multiscale graphs;clustering metric;semantic zoom
10.1109/TVCG.2006.122,Balancing Systematic and Flexible Exploration of Social Networks,InfoVis,Journal paper,2006,Adam Perer;Ben Shneiderman,10.1109/INFVIS.2003.1249011;10.1109/INFVIS.2004.43;10.1109/INFVIS.2004.1;10.1109/VAST.2006.261426;10.1109/INFVIS.1997.636718;10.1109/INFVIS.2004.66;10.1109/INFVIS.2005.1532126,social network;interactive graph visualization;attribute ranking;coordinated views;exploratory data analysis
10.1109/TVCG.2006.152,Importance-Driven Focus of Attention,Vis,Journal paper,2006,Ivan Viola;Miquel Feixas;Mateu Sbert;M. Eduard Gröller,10.1109/VISUAL.2005.1532856;10.1109/VISUAL.2005.1532834;10.1109/INFVIS.2001.963286;10.1109/VISUAL.2005.1532833,illustrative visualization;volume visualization;interacting with volumetric datasets;characteristic viewpoint estimation;focus & context technique
10.1109/TVCG.2007.70570,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,InfoVis,Journal paper,2007,Jo Wood;Jason Dykes;Aidan Slingsby;Keith C. Clarke,10.1109/INFVIS.1995.528686;10.1109/INFVIS.2004.12,large data set visualization;text and document visualization;multiresolution visualization;geographic visualization;applications of infovis
10.1109/INFVIS.2005.1532142,Graph-theoretic scagnostics,InfoVis,Conference paper,2005,Leland Wilkinson;Anushka Anand;Robert L. Grossman,10.1109/INFVIS.2003.1249006;10.1109/INFVIS.2004.3;10.1109/INFVIS.2004.15,visualization;statistical graphics
10.1109/VISUAL.2005.1532856,VolumeShop: an interactive system for direct volume illustration,Vis,Conference paper,2005,Stefan Bruckner;M. Eduard Gröller,10.1109/VISUAL.2000.885694;10.1109/VISUAL.2002.1183777;10.1109/VISUAL.2004.62;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2004.48;10.1109/VISUAL.2004.64,illustrative visualization;volume rendering;focus & context technique
10.1109/INFVIS.2004.59,Rethinking Visualization: A High-Level Taxonomy,InfoVis,Conference paper,2004,Melanie Tory;Torsten Möller,10.1109/VISUAL.1990.146375;10.1109/INFVIS.2000.885092;10.1109/INFVIS.1997.636792;10.1109/INFVIS.1999.801856,visualization;taxonomies;classification;design model;user model;conceptual model
10.1109/INFVIS.1998.729560,An operator interaction framework for visualization systems,InfoVis,Conference paper,1998,Ed H. Chi;John Riedl,10.1109/VISUAL.1996.567796;10.1109/INFVIS.1996.559213;10.1109/INFVIS.1995.528686;10.1109/INFVIS.1997.636793;10.1109/INFVIS.1997.636792;10.1109/VISUAL.1991.175815;10.1109/VISUAL.1995.480801;10.1109/INFVIS.1997.636761,information visualization;operators;user interaction;view/value;framework;spreadsheet;design;extensibility;visualization system
10.1109/INFVIS.1999.801854,Does animation help users build mental maps of spatial information?,InfoVis,Conference paper,1999,Benjamin B. Bederson;Angela Boltman,,evaluation;animation;real-time computer graphics;zoomable user interfaces;multiscale interfaces;pad++
10.1109/INFVIS.1997.636786,Nonlinear magnification fields,InfoVis,Conference paper,1997,Alan Keahey;Edward L. Robertson,10.1109/INFVIS.1996.559214,information visualization;non-linear magnification;data-driven magnification;fish-eye view;magnification brushing;data mining
10.1109/VISUAL.2004.48,Importance-driven volume rendering,Vis,Conference paper,2004,Ivan Viola;Armin Kanitsar;M. Eduard Gröller,10.1109/VISUAL.2003.1250406;10.1109/INFVIS.1996.559215;10.1109/VISUAL.1996.568110;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2001.964519;10.1109/VISUAL.2000.885697;10.1109/VISUAL.2000.885696,view-dependent visualization;volume rendering;focus & context technique;level-of-detail techniques;non-photorealistic techniques
10.1109/TVCG.2010.129,A Visual Backchannel for Large-Scale Events,InfoVis,Journal paper,2010,Marian Dörk;Dan Gruen;Carey L. Williamson;Sheelagh Carpendale,10.1109/VAST.2009.5333443;10.1109/TVCG.2007.70541;10.1109/TVCG.2008.166;10.1109/TVCG.2008.175;10.1109/INFVIS.2005.1532133;10.1109/INFVIS.2003.1249028;10.1109/VAST.2008.4677364;10.1109/VAST.2009.5333437,backchannel;information visualization;events;multiple views;microblogging;information retrieval;world wide web
10.1109/VISUAL.1996.567787,A linear iteration time layout algorithm for visualising high-dimensional data,Vis,Conference paper,1996,Matthew Chalmers,10.1109/INFVIS.1995.528686;10.1109/VISUAL.1995.480814,layout algorithm;visualization;high dimensional data;spring models;stochastic algorithms;force-directed placement
10.1109/INFVIS.2004.12,Building Highly-Coordinated Visualizations in Improvise,InfoVis,Conference paper,2004,Chris Weaver,10.1109/INFVIS.2002.1173141;10.1109/INFVIS.2000.885086,coordinated queries;coordination;exploratory visualization;multiple views;visual abstraction language
10.1109/VISUAL.2002.1183793,Scalable alignment of large-format multi-projector displays using camera homography trees,Vis,Conference paper,2002,Han Chen;Rahul Sukthankar;Grant Wallace;Kai Li 0001,10.1109/VISUAL.1999.809883;10.1109/VISUAL.2001.964508;10.1109/VISUAL.2000.885685,large-format tiled projection display;display wall;camera-projector systems;camera-based registration and calibration;automatic alignment;scalability;simulation;evaluation
10.1109/VAST.2010.5652922,Diamonds in the rough: Social media visual analytics for journalistic inquiry,VAST,Conference paper,2010,Nicholas Diakopoulos;Mor Naaman;Funda Kivran-Swaine,10.1109/VAST.2009.5333437;10.1109/VAST.2009.5333443;10.1109/VAST.2009.5333878;10.1109/VAST.2008.4677364,computational journalism;computer assisted reporting;social media;sense making
10.1109/TVCG.2010.181,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,Vis,Journal paper,2010,Jibonananda Sanyal;Song Zhang 0004;Jamie L. Dyer;Andrew Mercer 0001;Philip Amburn;Robert J. Moorhead II,10.1109/TVCG.2009.114;10.1109/INFVIS.2002.1173145,uncertainty visualization;weather ensemble;geographic/geospatial visualization;glyph-based techniques;time varying data;qualitative evaluation
10.1109/TVCG.2013.228,Visual Traffic Jam Analysis Based on Trajectory Data,VAST,Journal paper,2013,Zuchao Wang;Min Lu;Xiaoru Yuan;Junping Zhang;Huub van de Wetering,10.1109/VISUAL.1997.663866;10.1109/VAST.2011.6102454;10.1109/TVCG.2009.145;10.1109/VAST.2012.6400556;10.1109/INFVIS.2004.27;10.1109/VAST.2008.4677356;10.1109/TVCG.2011.202;10.1109/VAST.2012.6400553;10.1109/TVCG.2012.265;10.1109/TVCG.2011.181;10.1109/VAST.2009.5332593;10.1109/TVCG.2008.125;10.1109/VAST.2011.6102455,traffic visualization;traffic jam propagation
10.1109/TVCG.2006.178,Software Design Patterns for Information Visualization,InfoVis,Journal paper,2006,Jeffrey Heer;Maneesh Agrawala,10.1109/INFVIS.1998.729560;10.1109/INFVIS.2002.1173141;10.1109/INFVIS.2003.1249007;10.1109/INFVIS.2000.885086;10.1109/INFVIS.2004.12;10.1109/INFVIS.2004.64,design pattern;information visualization;software engineering;object-oriented programming
10.1109/TVCG.2009.108,"""Search, Show Context, Expand on Demand"": Supporting Large Graph Exploration with Degree-of-Interest",InfoVis,Journal paper,2009,Frank van Ham;Adam Perer,10.1109/TVCG.2006.122;10.1109/INFVIS.2004.66;10.1109/INFVIS.2004.43;10.1109/TVCG.2006.166;10.1109/TVCG.2006.147,graph visualization;network visualization;degree of interest;legal citation networks;focus & context
10.1109/TVCG.2006.170,Outlier-Preserving Focus+Context Visualization in Parallel Coordinates,Vis,Journal paper,2006,Matej Novotny;Helwig Hauser,10.1109/INFVIS.1997.636793;10.1109/VISUAL.1999.809866;10.1109/INFVIS.2002.1173156;10.1109/VISUAL.1996.567800;10.1109/INFVIS.2005.1532138;10.1109/VISUAL.1990.146402,parallel coordinates;focus+context visualization;outliers & trends;large data visualization
10.1109/TVCG.2012.265,Stacking-Based Visualization of Trajectory Attribute Data,InfoVis,Journal paper,2012,Christian Tominski;Heidrun Schumann;Gennady L. Andrienko;Natalia V. Andrienko,10.1109/TVCG.2010.197;10.1109/VAST.2011.6102455;10.1109/VAST.2009.5332593;10.1109/VISUAL.1995.480803;10.1109/INFVIS.2004.27;10.1109/INFVIS.2005.1532144;10.1109/VAST.2011.6102454,visualization;interaction;exploratory analysis;trajectory attribute data;spatio-temporal data
10.1109/VISUAL.1999.809910,A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,Vis,Conference paper,1999,Han-Wei Shen;Ling-Jan Chiang;Kwan-Liu Ma,10.1109/VISUAL.1998.745713;10.1109/VISUAL.1997.663888;10.1109/VISUAL.1996.567609;10.1109/VISUAL.1998.745298;10.1109/VISUAL.1995.480809,scalar field visualization;volume visualization;volume rendering;time-varying fields
10.1109/VISUAL.2005.1532795,A contract based system for large data visualization,Vis,Conference paper,2005,Hank Childs;Eric Brugger;Kathleen S. Bonnell;Jeremy S. Meredith;Mark C. Miller;Brad Whitlock;Nelson L. Max,10.1109/VISUAL.1996.567752;10.1109/VISUAL.1990.146416;10.1109/VISUAL.1995.480821;10.1109/VISUAL.1991.175794;10.1109/VISUAL.1997.663895,large data set visualization;data flow networks;contract-based system
10.1109/TVCG.2007.70521,VisLink: Revealing Relationships Amongst Visualizations,InfoVis,Journal paper,2007,Christopher Collins 0001;Sheelagh Carpendale,10.1109/VISUAL.2003.1250400;10.1109/VISUAL.1990.146402;10.1109/TVCG.2006.166;10.1109/VISUAL.1991.175815;10.1109/INFVIS.2003.1249008;10.1109/INFVIS.2001.963279;10.1109/TVCG.2006.147,graph visualization;node-link diagram;structural comparison;hierarchies;3-d visualization;edge aggregation
10.1109/VAST.2009.5332584,Interactive visual clustering of large collections of trajectories,VAST,Conference paper,2009,Gennady L. Andrienko;Natalia V. Andrienko;Salvatore Rinzivillo;Mirco Nanni;Dino Pedreschi;Fosca Giannotti,10.1109/VAST.2008.4677356;10.1109/VAST.2007.4388999,spatio-temporal data;movement data;trajectories;cluster;classification;scalable visualization;geovisualization
10.1109/INFVIS.1996.559210,Visage: a user interface environment for exploring information,InfoVis,Conference paper,1996,Steven F. Roth;Peter Lucas 0002;Jeffrey Senn;Cristina C. Gomberg;Michael B. Burks;Philip J. Stroffolino;John A. Kolojechick;Carolyn Dunmire,10.1109/VISUAL.1993.398870;10.1109/VISUAL.1991.175815,visualization;exploratory data analysis;graphics;user interface environment;human computer interaction
10.1109/VISUAL.2000.885683,Hardware-accelerated volume and isosurface rendering based on cell-projection,Vis,Conference paper,2000,Stefan Röttger;Martin Kraus;Thomas Ertl,10.1109/VISUAL.1993.398846;10.1109/VISUAL.1994.346320;10.1109/VISUAL.1999.809887;10.1109/VISUAL.1994.346308;10.1109/VISUAL.2000.885688;10.1109/VISUAL.1994.346306;10.1109/VISUAL.1997.663853;10.1109/VISUAL.1999.809878;10.1109/VISUAL.1996.568127;10.1109/VISUAL.1995.480806;10.1109/VISUAL.1998.745300;10.1109/VISUAL.1996.568121;10.1109/VISUAL.1998.745713,volume rendering;iso-surface;unstructured mesh;cell projection;graphics hardware;texture mapping;compositing
10.1109/INFVIS.2004.43,Interactive Visualization of Small World Graphs,InfoVis,Conference paper,2004,Frank van Ham;Jarke J. van Wijk,10.1109/INFVIS.1997.636718;10.1109/INFVIS.1995.528686;10.1109/VISUAL.2000.885677;10.1109/INFVIS.2003.1249011,graph visualization;graph drawing;cluster;small world graphs
10.1109/VISUAL.2003.1250400,Using deformations for browsing volumetric data,Vis,Conference paper,2003,Michael J. McGuffin;Liviu Tancau;Ravin Balakrishnan,,volumetric data;volume data;deformation;browsing;layer;interaction techniques;3d widgets
10.1109/TVCG.2009.143,Flow Mapping and Multivariate Visualization of Large Spatial Interaction Data,InfoVis,Journal paper,2009,Diansheng Guo,10.1109/TVCG.2008.135;10.1109/TVCG.2006.147;10.1109/TVCG.2006.138;10.1109/INFVIS.2005.1532150,hierarchical clustering;graph partitioning;flow map;spatial interaction;contiguity constraints;multi-dimensional visualization;coordinated views;data mining
10.1109/INFVIS.2004.27,GeoTime Information Visualization,InfoVis,Conference paper,2004,Thomas Kapler;William Wright,10.1109/INFVIS.2003.1249006,3-d visualization;spatiotemporal;geospatial;interactive visualization;visual data analysis;link analysis
10.1109/TVCG.2008.175,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,InfoVis,Journal paper,2008,Marian Dörk;Sheelagh Carpendale;Christopher Collins 0001;Carey L. Williamson,10.1109/TVCG.2007.70570;10.1109/TVCG.2007.70589;10.1109/TVCG.2007.70577;10.1109/VISUAL.1993.398863;10.1109/INFVIS.2005.1532122;10.1109/VISUAL.1996.567610,information visualization;world wide web;information retrieval;exploratory search;visual information seeking
10.1109/TVCG.2015.2467191,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,InfoVis,Journal paper,2015,Kanit Wongsuphasawat;Dominik Moritz;Anushka Anand;Jock D. Mackinlay;Bill Howe;Jeffrey Heer,10.1109/TVCG.2014.2346297;10.1109/TVCG.2009.174;10.1109/TVCG.2011.185;10.1109/TVCG.2007.70594;10.1109/TVCG.2014.2346291;10.1109/INFVIS.2000.885086,user interface;information visualization;exploratory analysis;visual recommendation;mixed initiative systems
10.1109/TVCG.2011.255,Visualization Rhetoric: Framing Effects in Narrative Visualization,InfoVis,Journal paper,2011,Jessica Hullman;Nicholas Diakopoulos,10.1109/TVCG.2010.179;10.1109/TVCG.2007.70577;10.1109/TVCG.2010.177;10.1109/TVCG.2009.111,rhetoric;narrative visualization;framing effects;semiotics;denotation;connotation
10.1109/VISUAL.2003.1250386,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,Vis,Conference paper,2003,Markus Hadwiger;Christoph Berger;Helwig Hauser,10.1109/VISUAL.1998.745311;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2002.1183777;10.1109/VISUAL.2000.885694,volume rendering;segmentation;non-photorealistic rendering;consumer graphics hardware
10.1109/TVCG.2010.162,Graphical Perception of Multiple Time Series,InfoVis,Journal paper,2010,Waqas Javed;Bryan McDonnel;Niklas Elmqvist,10.1109/TVCG.2008.166;10.1109/TVCG.2007.70583;10.1109/TVCG.2007.70535;10.1109/INFVIS.1999.801851;10.1109/TVCG.2008.125;10.1109/INFVIS.2005.1532144,line graphs;braided graphs;horizon graphs;small multiples;stacked graphs;evaluation;design guidelines
10.1109/TVCG.2013.179,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,InfoVis,Journal paper,2013,Lauro Didier Lins;James T. Klosowski;Carlos Scheidegger,10.1109/TVCG.2006.161;10.1109/INFVIS.2002.1173141;10.1109/TVCG.2009.191;10.1109/VAST.2008.4677357;10.1109/TVCG.2007.70594;10.1109/INFVIS.2002.1173156;10.1109/VISUAL.1990.146386;10.1109/TVCG.2011.185,data cube;data structure;interactive exploration
10.1109/TVCG.2013.200,Temporal Event Sequence Simplification,VAST,Journal paper,2013,Megan Monroe;Rongjian Lan;Hanseung Lee;Catherine Plaisant;Ben Shneiderman,10.1109/TVCG.2009.117;10.1109/TVCG.2012.213;10.1109/VAST.2010.5652890,event sequence;simplification;electronic heath records;temporal query
10.1109/VISUAL.2004.96,Simplifying flexible isosurfaces using local geometric measures,Vis,Conference paper,2004,Hamish A. Carr;Jack Snoeyink;Michiel van de Panne,10.1109/VISUAL.2001.964499;10.1109/VISUAL.2002.1183774,iso-surface;contour tree;topological simplification
10.1109/TVCG.2011.229,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,InfoVis,Journal paper,2011,Enrico Bertini,10.1109/INFVIS.2005.1532145;10.1109/VAST.2010.5652433;10.1109/VAST.2006.261423;10.1109/TVCG.2010.184;10.1109/TVCG.2010.179;10.1109/INFVIS.2004.15;10.1109/TVCG.2006.161;10.1109/TVCG.2007.70515;10.1109/INFVIS.2005.1532142;10.1109/VISUAL.1990.146402;10.1109/INFVIS.2003.1249006;10.1109/VISUAL.1990.146386;10.1109/TVCG.2006.138;10.1109/INFVIS.2004.59;10.1109/VAST.2009.5332628;10.1109/INFVIS.2003.1249015;10.1109/VAST.2010.5652450;10.1109/TVCG.2007.70535;10.1109/INFVIS.1998.729559;10.1109/INFVIS.2000.885092;10.1109/INFVIS.2004.3;10.1109/TVCG.2009.153;10.1109/INFVIS.1997.636794,quality metrics;high-dimensional data visualization
10.1109/VISUAL.1993.398863,InfoCrystal: A visual tool for information retrieval,Vis,Conference paper,1993,Anselm Spoerri,,information visualization;visual query language;information retrieval;graphical user interface;human factors
