DOI,Title,Conference,PaperType,Year,Authors,AuthorAffiliation,InternalReferences,Keywords
10.1109/TVCG.2006.143,Fast and Efficient Compression of Floating-Point Data,Vis,J,2006,Peter Lindstrom;Martin Isenburg,"Lawrence Livermore National Laboratory;University of California, Berkeley",10.1109/VISUAL.1999.809868;10.1109/VISUAL.2000.885711;10.1109/VISUAL.2002.1183768;10.1109/VISUAL.1996.568138,high throughput;lossless compression;file compaction for i/o efficiency;fast entropy coding;range coder;predictive coding;large scale simulation and visualization
10.1109/TVCG.2006.120,ASK-graphView: a large scale graph visualization system,InfoVis,J,2006,James Abello;Frank van Ham;Neeraj Krishnan,"Ask.com and DIMACS, Rutgers University;IBM, but this work was performed while consulting for Ask.com in 2005;Ask.com",10.1109/INFVIS.2004.46;10.1109/INFVIS.2005.1532127;10.1109/INFVIS.2004.66;10.1109/INFVIS.1997.636718;10.1109/INFVIS.2004.43,information visualization;graph visualization;graph clustering
10.1109/TVCG.2006.160,MatrixExplorer: a Dual-Representation System to Explore Social Networks,InfoVis,J,2006,Nathalie Henry Riche;Jean-Daniel Fekete,IEEE Computer Society;IEEE Computer Society,10.1109/INFVIS.2004.64,social networks visualization;node-link diagrams;matrix-based representations;exploratory process;matrix ordering;interactive clustering;consensus
10.1109/TVCG.2008.137,"Graphical Histories for Visualization: Supporting Analysis, Communication, and Evaluation",InfoVis,J,2008,Jeffrey Heer;Jock D. Mackinlay;Chris Stolte;Maneesh Agrawala,"University of California at Berkeley;Tableau Software, Inc.;Tableau Software, Inc.;University of California at Berkeley",10.1109/INFVIS.2000.885086;10.1109/VISUAL.1993.398857;10.1109/VISUAL.1999.809871;10.1109/INFVIS.2004.2;10.1109/VISUAL.1995.480801;10.1109/TVCG.2007.70594;10.1109/VAST.2007.4388992,visualization;history;undo;analysis;presentation;evaluation
10.1109/TVCG.2009.122,Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations,InfoVis,J,2009,Christopher Collins 0001;Gerald Penn;Sheelagh Carpendale,University of Toronto;University of Toronto;University of Calgary,10.1109/TVCG.2006.122;10.1109/INFVIS.2005.1532150;10.1109/TVCG.2008.130;10.1109/TVCG.2008.144;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2007.70521;10.1109/TVCG.2008.153,clustering;spatial layout;graph visualization;tree visualization
10.1109/VISUAL.1996.568124,Mesh reduction with error control,Vis,C,1996,Reinhard Klein;Gunther Liebich;Wolfgang Straßer,"Wilhelm-Schickard-Inst. fur Inf., Tubingen Univ., Germany",10.1109/VISUAL.1994.346308,hierarchical approximation;model simplification;levels-of-detail generation;shape approximation
10.1109/TVCG.2012.219,Enterprise Data Analysis and Visualization: An Interview Study,VAST,J,2012,Sean Kandel;Andreas Paepcke;Joseph M. Hellerstein;Jeffrey Heer,"Stanford University;Stanford University;University of California, Berkeley;Stanford University",10.1109/TVCG.2008.137;10.1109/VAST.2008.4677365;10.1109/VAST.2011.6102438;10.1109/INFVIS.2005.1532136;10.1109/VAST.2010.5652880;10.1109/VAST.2009.5333878;10.1109/VAST.2007.4389011;10.1109/VAST.2011.6102435,data;analysis;visualization;enterprise
10.1109/VISUAL.2005.1532826,Evolutionary morphing,Vis,C,2005,David F. Wiley;Nina Amenta;Dan A. Alcantara;Deboshmita Ghosh;Yong Joo Kil;Eric Delson;Will Harcourt-Smith;Katherine St. John;F. James Rohlf;Bernd Hamann,"Dept. of Comput. Sci., California Univ., Davis, CA, USA;Dept. of Comput. Sci., California Univ., Davis, CA, USA;Dept. of Comput. Sci., California Univ., Davis, CA, USA;Dept. of Comput. Sci., California Univ., Davis, CA, USA;Dept. of Comput. Sci., California Univ., Davis, CA, USA",,morphometrics;morphing;surface blending;merging;warping;distance fields;extremal surface
10.1109/INFVIS.2002.1173155,Arc diagrams: visualizing structure in strings,InfoVis,C,2002,Martin Wattenberg,"IBM Res., Cambridge, MA, USA",10.1109/INFVIS.1995.528685;10.1109/VISUAL.1993.398883,string;sequence;visualization;arc diagram;music;text;code
10.1109/INFVIS.2001.963283,Ordered treemap layouts,InfoVis,C,2001,Ben Shneiderman;Martin Wattenberg,University of Maryland,10.1109/VISUAL.1992.235217;10.1109/VISUAL.1991.175815,treemaps;ordered treemaps;trees;hierarchies;information visualization
10.1109/VAST.2009.5333443,Parallel Tag Clouds to explore and analyze faceted text corpora,VAST,C,2009,Christopher Collins 0001;Fernanda B. Viégas;Martin Wattenberg,"University of Toronto, Canada;IBM Research, USA;IBM Research, USA",10.1109/INFVIS.1995.528686;10.1109/TVCG.2007.70589;10.1109/TVCG.2008.175;10.1109/TVCG.2008.172;10.1109/VAST.2007.4389006;10.1109/TVCG.2006.166,text visualization;corpus visualization;information retrieval;text mining;tag clouds
10.1109/VISUAL.2001.964508,PixelFlex: a reconfigurable multi-projector display system,Vis,C,2001,Ruigang Yang;David Gotz;Justin Hensley;Herman Towles;Michael S. Brown,"Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA;Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA;Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA;Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA",10.1109/VISUAL.2000.885685;10.1109/VISUAL.1999.809890;10.1109/VISUAL.1999.809883;10.1109/VISUAL.2000.885712,large-format projection display;camera-based registration and calibration
10.1109/INFVIS.2002.1173157,Angular brushing of extended parallel coordinates,InfoVis,C,2002,Helwig Hauser;Florian Ledermann;Helmut Doleisch,"VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria;VRVis Res. Center, Vienna, Austria",10.1109/INFVIS.1996.559216;10.1109/VISUAL.2000.885739;10.1109/VISUAL.1994.346302;10.1109/VISUAL.1995.485139;10.1109/VISUAL.1990.146402,information visualization;parallel coordinates;brushing;linear correlations;focus+context visualization
10.1109/VISUAL.2002.1183757,Interactive rendering of large volume data sets,Vis,C,2002,Stefan Guthe;Michael Wand 0001;Julius Gonser;Wolfgang Straßer,"WSI/GRIS, Tubingen Univ., Germany;WSI/GRIS, Tubingen Univ., Germany;WSI/GRIS, Tubingen Univ., Germany;WSI/GRIS, Tubingen Univ., Germany",10.1109/VISUAL.2001.964531;10.1109/VISUAL.1999.809908;10.1109/VISUAL.1999.809889;10.1109/VISUAL.1993.398845;10.1109/VISUAL.2001.964519,compression algorithms;level of detail algorithms;scientific visualization;volume rendering;wavelets
10.1109/VISUAL.1997.663893,Virtualized reality: constructing time-varying virtual worlds from real world events,Vis,C,1997,Peter Rander;P. J. Narayanan;Takeo Kanade,"Robotics Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA",,view synthesis;dynamic scene analysis;modeling from image sequences;computer vision and scene understanding;virtual worlds
10.1109/VIS.1999.10000,Progressive Compression of Arbitrary Triangular Meshes,Vis,C,1999,Daniel Cohen-Or;David Levin;Offir Remez,,10.1109/VISUAL.1996.568125,compression;streaming;progressive meshes;simplification
10.1109/TVCG.2007.70589,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,InfoVis,J,2007,Wesley Willett;Jeffrey Heer;Maneesh Agrawala,Computer Science Division at the University of California at Berkeley;Computer Science Division at the University of California at Berkeley;Computer Science Division at the University of California at Berkeley,10.1109/INFVIS.1999.801862,information visualization;user interface toolkits;information foraging;social navigation;social data analysis
10.1109/VISUAL.2002.1183795,Bounded-distortion piecewise mesh parameterization,Vis,C,2002,Olga Sorkine-Hornung;Daniel Cohen-Or;Rony Goldenthal;Dani Lischinski,"Sch. of Comput. Sci., Tel Aviv Univ., Israel;Sch. of Comput. Sci., Tel Aviv Univ., Israel",,atlas;mesh partitioning;parameterization;surface flattening;texture mapping;3d painting
10.1109/TVCG.2013.234,What Makes a Visualization Memorable?,InfoVis,J,2013,Michelle Borkin;Azalea A. Vo;Zoya Bylinskii;Phillip Isola;Shashank Sunkavalli;Aude Oliva;Hanspeter Pfister,Harvard University;Harvard University;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Harvard University;Massachusetts Institute of Technology;Harvard University,10.1109/TVCG.2012.221;10.1109/INFVIS.2004.59;10.1109/TVCG.2012.197;10.1109/TVCG.2012.245;10.1109/TVCG.2011.175,visualization taxonomy;information visualization;memorability
10.1109/VISUAL.2002.1183754,CPR - curved planar reformation,Vis,C,2002,Armin Kanitsar;Dominik Fleischmann;Rainer Wegenkittl;Petr Felkel;M. Eduard Gröller,"Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria",10.1109/VISUAL.2001.964555;10.1109/VISUAL.2001.964538,computed tomography angiography;vessel analysis;curved planar reformation
10.1109/INFVIS.2003.1249011,Multiscale Visualization of Small World Networks,InfoVis,C,2003,David Auber;Yves Chiricota;Fabien Jourdan;Guy Melançon,"LaBRI, Bordeaux, France",,small world networks;multiscale graphs;clustering metric;semantic zooming
10.1109/TVCG.2006.122,Balancing Systematic and Flexible Exploration of Social Networks,InfoVis,J,2006,Adam Perer;Ben Shneiderman,"Department of Computer Science, University of Maryland, College Park, MD 20742;Department of Computer Science, University of Maryland, College Park, MD 20742",10.1109/INFVIS.2003.1249011;10.1109/INFVIS.2004.43;10.1109/INFVIS.2004.1;10.1109/VAST.2006.261426;10.1109/INFVIS.1997.636718;10.1109/INFVIS.2004.66;10.1109/INFVIS.2005.1532126,social networks;interactive graph visualization;attribute ranking;coordinated views;exploratory data analysis
10.1109/TVCG.2006.152,Importance-Driven Focus of Attention,Vis,J,2006,Ivan Viola;Miquel Feixas;Mateu Sbert;M. Eduard Gröller,"Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria;Institute of Informatics and Applications, University of Girona, Spain;Institute of Informatics and Applications, University of Girona, Spain;Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria",10.1109/VISUAL.2005.1532856;10.1109/VISUAL.2005.1532834;10.1109/INFVIS.2001.963286;10.1109/VISUAL.2005.1532833,illustrative visualization;volume visualization;interacting with volumetric datasets;characteristic viewpoint estimation;focus+context techniques
10.1109/TVCG.2007.70570,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,InfoVis,J,2007,Jo Wood;Jason Dykes;Aidan Slingsby;Keith C. Clarke,"giCentre, Department of Information Science, City University, London;giCentre, Department of Information Science, City University, London;giCentre, Department of Information Science, City University, London;Department of Geography, UC Santa Barbara",10.1109/INFVIS.1995.528686;10.1109/INFVIS.2004.12,large dataset visualization;text and document visualization;multiresolution visualization;geographic visualization;applications of infovis
10.1109/INFVIS.2005.1532142,Graph-theoretic scagnostics,InfoVis,C,2005,Leland Wilkinson;Anushka Anand;Robert L. Grossman,"SPSS Inc., Chicago, IL, USA",10.1109/INFVIS.2003.1249006;10.1109/INFVIS.2004.3;10.1109/INFVIS.2004.15,visualization;statistical graphics
10.1109/VISUAL.2005.1532856,VolumeShop: an interactive system for direct volume illustration,Vis,C,2005,Stefan Bruckner;M. Eduard Gröller,"Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria;Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria",10.1109/VISUAL.2000.885694;10.1109/VISUAL.2002.1183777;10.1109/VISUAL.2004.62;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2004.48;10.1109/VISUAL.2004.64,illustrative visualization;volume rendering;focus+context techniques
10.1109/INFVIS.2004.59,Rethinking Visualization: A High-Level Taxonomy,InfoVis,C,2004,Melanie Tory;Torsten Möller,Simon Fraser University,10.1109/VISUAL.1990.146375;10.1109/INFVIS.2000.885092;10.1109/INFVIS.1997.636792;10.1109/INFVIS.1999.801856,visualization;taxonomy;classification;design model;user model;conceptual model
10.1109/INFVIS.1998.729560,An operator interaction framework for visualization systems,InfoVis,C,1998,Ed H. Chi;John Riedl,"Dept. of Comput. Sci. & Eng., Minnesota Univ., MN, USA",10.1109/VISUAL.1996.567796;10.1109/INFVIS.1996.559213;10.1109/INFVIS.1995.528686;10.1109/INFVIS.1997.636793;10.1109/INFVIS.1997.636792;10.1109/VISUAL.1991.175815;10.1109/VISUAL.1995.480801;10.1109/INFVIS.1997.636761,information visualization;operators;user interactions;view/value;framework;spreadsheet;design;extensibility;visualization systems
10.1109/INFVIS.1999.801854,Does animation help users build mental maps of spatial information?,InfoVis,C,1999,Benjamin B. Bederson;Angela Boltman,"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA",,evaluation;animation;real-time computer graphics;zoomable user interfaces (zuis);multiscale interfaces;pad++
10.1109/INFVIS.1997.636786,Nonlinear magnification fields,InfoVis,C,1997,Alan Keahey;Edward L. Robertson,"Dept. of Comput. Sci., Indiana Univ., Bloomington, IN, USA",10.1109/INFVIS.1996.559214,information visualization;nonlinear magnification;data-driven magnification;fisheye views;magnification brushing;data-mining
10.1109/VISUAL.2004.48,Importance-driven volume rendering,Vis,C,2004,Ivan Viola;Armin Kanitsar;M. Eduard Gröller,"Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria;Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria;Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria",10.1109/VISUAL.2003.1250406;10.1109/INFVIS.1996.559215;10.1109/VISUAL.1996.568110;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2001.964519;10.1109/VISUAL.2000.885697;10.1109/VISUAL.2000.885696,view-dependent visualization;volume rendering;focus+context techniques;level-of-detail techniques;non-photorealistic techniques
10.1109/TVCG.2010.129,A Visual Backchannel for Large-Scale Events,InfoVis,J,2010,Marian Dörk;Dan Gruen;Carey L. Williamson;Sheelagh Carpendale,,10.1109/VAST.2009.5333443;10.1109/TVCG.2007.70541;10.1109/TVCG.2008.166;10.1109/TVCG.2008.175;10.1109/INFVIS.2005.1532133;10.1109/INFVIS.2003.1249028;10.1109/VAST.2008.4677364;10.1109/VAST.2009.5333437,backchannel;information visualization;events;multiple views;microblogging;information retrieval;world wide web
10.1109/VISUAL.1996.567787,A linear iteration time layout algorithm for visualising high-dimensional data,Vis,C,1996,Matthew Chalmers,"Union Bank of Switzerland, Switzerland",10.1109/INFVIS.1995.528686;10.1109/VISUAL.1995.480814,layout algorithms;visualization;high-dimensional data;spring models;stochastic algorithms;force-directed placement
10.1109/INFVIS.2004.12,Building Highly-Coordinated Visualizations in Improvise,InfoVis,C,2004,Chris Weaver,University of Wisconsin-Madison,10.1109/INFVIS.2002.1173141;10.1109/INFVIS.2000.885086,coordinated queries;coordination;exploratory visualization;multiple views;visual abstraction language
10.1109/VISUAL.2002.1183793,Scalable alignment of large-format multi-projector displays using camera homography trees,Vis,C,2002,Han Chen;Rahul Sukthankar;Grant Wallace;Kai Li 0001,"Comput. Sci., Princeton Univ., NJ, USA",10.1109/VISUAL.1999.809883;10.1109/VISUAL.2001.964508;10.1109/VISUAL.2000.885685,large-format tiled projection display;display wall;camera-projector systems;camera-based registration and calibration;automatic alignment;scalability;simulation;evaluation
10.1109/VAST.2010.5652922,Diamonds in the rough: Social media visual analytics for journalistic inquiry,VAST,C,2010,Nicholas Diakopoulos;Mor Naaman;Funda Kivran-Swaine,"Rutgers University, School of Communication and Information;Rutgers University, School of Communication and Information;Rutgers University, School of Communication and Information",10.1109/VAST.2009.5333437;10.1109/VAST.2009.5333443;10.1109/VAST.2009.5333878;10.1109/VAST.2008.4677364,computational journalism;computer assisted reporting;social media;sensemaking
10.1109/TVCG.2010.181,Noodles: A Tool for Visualization of Numerical Weather Model Ensemble Uncertainty,Vis,J,2010,Jibonananda Sanyal;Song Zhang 0004;Jamie L. Dyer;Andrew Mercer 0001;Philip Amburn;Robert J. Moorhead II,Mississippi State University;Mississippi State University;Mississippi State University;Mississippi State University;Mississippi State University;Mississippi State University,10.1109/TVCG.2009.114;10.1109/INFVIS.2002.1173145,uncertainty visualization;weather ensemble;geographic/geospatial visualization;glyph-based techniques;time-varying data;qualitative evaluation
10.1109/TVCG.2013.228,Visual Traffic Jam Analysis Based on Trajectory Data,VAST,J,2013,Zuchao Wang;Min Lu;Xiaoru Yuan;Junping Zhang;Huub van de Wetering,"Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University;Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, and Center for Computational Science and Engineering, Peking University;Key Laboratory of Machine Perception (Ministry of Education), and School of EECS, Peking University, and Center for Computational Science and Engineering, Peking University;Shanghai Key Laboratory of Intelligent Information Processing, and School of Computer Science, Fudan University;Department of Mathematics and Computer Science, Technische Universiteit Eindhoven",10.1109/VISUAL.1997.663866;10.1109/VAST.2011.6102454;10.1109/TVCG.2009.145;10.1109/VAST.2012.6400556;10.1109/INFVIS.2004.27;10.1109/VAST.2008.4677356;10.1109/TVCG.2011.202;10.1109/VAST.2012.6400553;10.1109/TVCG.2012.265;10.1109/TVCG.2011.181;10.1109/VAST.2009.5332593;10.1109/TVCG.2008.125;10.1109/VAST.2011.6102455,traffic visualization;traffic jam propagation
10.1109/TVCG.2006.178,Software Design Patterns for Information Visualization,InfoVis,J,2006,Jeffrey Heer;Maneesh Agrawala,"Computer Science Division of the University of California, Berkeley;Computer Science Division of the University of California, Berkeley",10.1109/INFVIS.1998.729560;10.1109/INFVIS.2002.1173141;10.1109/INFVIS.2003.1249007;10.1109/INFVIS.2000.885086;10.1109/INFVIS.2004.12;10.1109/INFVIS.2004.64,design patterns;information visualization;software engineering;object-oriented programming
